#,Process_name,delay,chuck_position,main_shutter,integration_time,Ar,O2,N2,Ar_flow,O2_flow,N2_flow,base_pressure,working_pressure,shutter_delay,process_time,gun1,gun2,gun3,G1 Target,G2 Target,G3 Target,power_select,use_dc_power,dc_power,use_dc_power2,dc_power2,use_rf_power,rf_power,use_dc_pulse,dc_pulse_power,dc_pulse_freq,dc_pulse_off_time,use_rf_pulse,rf_pulse_power,rf_pulse_freq,rf_pulse_duty_cycle
,예열 대기,20m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,STO_#14-10,,down,T,50,T,F,F,50,0,0,7.00E-06,60,5,350,T,F,F,,,,F,F,,F,,F,,T,80,20,10,F,,,
